,data_source,#nodes in ROI,node density in ROI,% new edges,P_MWU,P_fisher,border_size,k,img_size,P_MWU_adj,P_fisher_adj
glioma_mibitof:CHOP_907_R13C4_whole_cell.tiff,glioma_mibitof,569,0.0005469050365244137,5.553602811950791,4.673772660731135e-79,4.261755149535599e-43,0.125,5,"(1020, 1020)",5.543559445295607e-79,4.90580955842229e-43
glioma_mibitof:CHOP_907_R13C5_whole_cell.tiff,glioma_mibitof,338,0.0003248753603184932,6.094674556213018,6.360493255783318e-43,3.5474839565447725e-25,0.125,5,"(1021, 1019)",6.621273479270434e-43,3.7040429275457455e-25
glioma_mibitof:CHOP_907_R13C6_whole_cell.tiff,glioma_mibitof,1088,0.0010488364470665355,3.621323529411765,1.0261333670503181e-102,5.954800565515104e-60,0.125,5,"(1020, 1017)",1.3352560438742266e-102,7.615414482433936e-60
glioma_mibitof:CHOP_907_R13C7_whole_cell.tiff,glioma_mibitof,471,0.0004513820340366971,5.987261146496816,1.7084063094368896e-64,6.495472295694772e-45,0.125,5,"(1022, 1021)",1.910258827200647e-64,7.594668655729978e-45
glioma_mibitof:CHOP_907_R13C8_whole_cell.tiff,glioma_mibitof,472,0.0004536721007997893,4.745762711864407,1.964007362438572e-57,1.0717658272698271e-37,0.125,5,"(1021, 1019)",2.1544063901986863e-57,1.1983976650782924e-37
glioma_mibitof:CHOP_907_R13C9_whole_cell.tiff,glioma_mibitof,726,0.0006978112180362093,4.4903581267217625,2.1169603487205907e-79,8.964580503568231e-54,0.125,5,"(1022, 1018)",2.512834347797189e-79,1.1070140337146534e-53
glioma_mibitof:CHOP_907_R1C10_whole_cell.tiff,glioma_mibitof,419,0.00040233527299264463,5.393794749403341,1.7919802559191503e-48,3.0628007837856616e-43,0.125,5,"(1021, 1020)",1.908064895750258e-48,3.5321738728813225e-43
glioma_mibitof:CHOP_907_R1C11_whole_cell.tiff,glioma_mibitof,962,0.0009237387413339479,1.808731808731809,3.97874346502799e-43,4.263849162354783e-34,0.125,5,"(1021, 1020)",4.150172291677492e-43,4.649441666911308e-34
glioma_mibitof:CHOP_907_R1C12_whole_cell.tiff,glioma_mibitof,481,0.00046141744368980467,4.781704781704782,8.037799465662058e-51,2.687305698083123e-33,0.125,5,"(1022, 1020)",8.626133240983714e-51,2.924200590631914e-33
glioma_mibitof:CHOP_907_R1C13_whole_cell.tiff,glioma_mibitof,473,0.0004528551897396226,5.5813953488372094,9.094704906535132e-57,5.329343445663424e-21,0.125,5,"(1022, 1022)",9.951914303822431e-57,5.458687956971753e-21
glioma_mibitof:CHOP_907_R1C14_whole_cell.tiff,glioma_mibitof,363,0.0003489042675893887,4.848484848484849,9.846963861206714e-33,7.558036516230358e-27,0.125,5,"(1020, 1020)",1.0020224222400966e-32,7.9527452965591e-27
glioma_mibitof:CHOP_907_R1C1_whole_cell.tiff,glioma_mibitof,135,0.00012988512382381805,4.888888888888889,3.4947436825506114e-11,1.2746598732269663e-09,0.125,5,"(1020, 1019)",3.4947436825506114e-11,1.277113501471869e-09
glioma_mibitof:CHOP_907_R1C2_whole_cell.tiff,glioma_mibitof,460,0.00044213763936947327,5.130434782608695,6.536077662112637e-55,9.494966413815098e-37,0.125,5,"(1020, 1020)",7.107301719630141e-55,1.0545085387746996e-36
glioma_mibitof:CHOP_907_R1C3_whole_cell.tiff,glioma_mibitof,468,0.00045115304306583555,5.17094017094017,2.458862668245768e-56,2.4105220460345883e-37,0.125,5,"(1019, 1018)",2.6868537833910192e-56,2.690514778329528e-37
glioma_mibitof:CHOP_907_R1C4_whole_cell.tiff,glioma_mibitof,422,0.00040561361554557434,5.402843601895735,5.525033349240947e-54,2.2473448070669205e-37,0.125,5,"(1021, 1019)",5.984973690488892e-54,2.5092805979513737e-37
glioma_mibitof:CHOP_907_R1C5_whole_cell.tiff,glioma_mibitof,1122,0.0010794917729642151,4.153297682709447,1.1918998402839566e-102,1.0060138489839474e-62,0.125,5,"(1021, 1018)",1.5503137031265292e-102,1.3068973587258184e-62
glioma_mibitof:CHOP_907_R1C7_whole_cell.tiff,glioma_mibitof,282,0.0002707841216800138,5.74468085106383,8.372908759370318e-36,6.496100589226774e-29,0.125,5,"(1021, 1020)",8.576121369469827e-36,6.909850865175482e-29
glioma_mibitof:CHOP_907_R1C8_whole_cell.tiff,glioma_mibitof,383,0.00036921285362011757,5.3785900783289815,2.104219383989029e-48,3.857509565121406e-29,0.125,5,"(1019, 1018)",2.2374794471221444e-48,4.1088002632585783e-29
glioma_mibitof:CHOP_907_R1C9_whole_cell.tiff,glioma_mibitof,576,0.0005525492569843282,6.041666666666667,5.3112882814706355e-55,3.6949547092051475e-43,0.125,5,"(1021, 1021)",5.77949592440167e-55,4.258060353080323e-43
glioma_mibitof:CHOP_907_R2C10_whole_cell.tiff,glioma_mibitof,373,0.00035922030894872684,5.898123324396782,2.4167452046792937e-49,6.391018865821685e-26,0.125,5,"(1020, 1018)",2.5812227339991226e-49,6.706704273508441e-26
glioma_mibitof:CHOP_907_R2C11_whole_cell.tiff,glioma_mibitof,1004,0.0009650134563629374,3.9840637450199203,8.06804676101639e-97,3.251697197675905e-61,0.125,5,"(1020, 1020)",1.030110794548413e-96,4.177314005899568e-61
glioma_mibitof:CHOP_907_R2C12_whole_cell.tiff,glioma_mibitof,528,0.0005060078852895457,5.606060606060606,1.77986433594373e-64,1.0321427191598407e-33,0.125,5,"(1022, 1021)",1.9894475022019573e-64,1.1243047477977616e-33
glioma_mibitof:CHOP_907_R2C13_whole_cell.tiff,glioma_mibitof,394,0.0003779594029392579,5.888324873096447,1.9495555213210107e-44,1.9892138212595508e-29,0.125,5,"(1022, 1020)",2.043108017813932e-44,2.1216922007491723e-29
glioma_mibitof:CHOP_907_R2C14_whole_cell.tiff,glioma_mibitof,225,0.00021605116091490465,9.066666666666666,1.7751831339227156e-51,5.479117971683715e-29,0.125,5,"(1021, 1020)",1.9097130303963627e-51,5.832067288878064e-29
glioma_mibitof:CHOP_907_R2C1_whole_cell.tiff,glioma_mibitof,238,0.0002285345557691532,8.571428571428571,3.352771250950966e-43,3.2712765811653522e-34,0.125,5,"(1022, 1019)",3.4995670510427357e-43,3.570848221943165e-34
glioma_mibitof:CHOP_907_R2C2_whole_cell.tiff,glioma_mibitof,411,0.0003954280436414016,6.909975669099756,1.70869336437246e-50,1.1034929116542229e-29,0.125,5,"(1020, 1019)",1.8318741424425652e-50,1.1789970451919733e-29
glioma_mibitof:CHOP_907_R2C3_whole_cell.tiff,glioma_mibitof,369,0.00035397720732128465,6.8834688346883475,5.138328740172461e-53,7.814531542898048e-25,0.125,5,"(1022, 1020)",5.544920751747959e-53,8.132216597291104e-25
glioma_mibitof:CHOP_907_R2C4_whole_cell.tiff,glioma_mibitof,494,0.00047528425654574176,5.141700404858299,4.140441583897103e-56,4.765443897133344e-38,0.125,5,"(1021, 1018)",4.522769872861369e-56,5.338049243453167e-38
glioma_mibitof:CHOP_907_R2C5_whole_cell.tiff,glioma_mibitof,544,0.0005223636957231473,5.257352941176471,8.501153497224141e-55,1.8628060213469485e-46,0.125,5,"(1021, 1020)",9.237683497505565e-55,2.2019467088064043e-46
glioma_mibitof:CHOP_907_R2C6_whole_cell.tiff,glioma_mibitof,575,0.000553215480797169,5.147826086956521,1.0924883606786887e-67,3.0380394482878807e-44,0.125,5,"(1021, 1018)",1.2388675201160292e-67,3.537582847503002e-44
glioma_mibitof:CHOP_907_R2C7_whole_cell.tiff,glioma_mibitof,555,0.0005334491863217862,5.873873873873873,1.079103812966354e-51,1.2209648339895924e-40,0.125,5,"(1021, 1019)",1.1612822907973549e-51,1.3901105273603708e-40
glioma_mibitof:CHOP_907_R2C8_whole_cell.tiff,glioma_mibitof,260,0.0002506420291978684,6.615384615384616,7.863963387226457e-37,3.602139282695732e-22,0.125,5,"(1021, 1016)",8.070705770065143e-37,3.7053626415872105e-22
glioma_mibitof:CHOP_907_R2C9_whole_cell.tiff,glioma_mibitof,536,0.0005978272992928685,3.2089552238805967,1.7571566049288762e-30,1.9404410047646434e-25,0.125,5,"(879, 1020)",1.7822669948661514e-30,2.0287905115098697e-25
glioma_mibitof:CHOP_907_R3C10_whole_cell.tiff,glioma_mibitof,460,0.0004417045956482495,4.826086956521739,1.9743986486566477e-54,1.0319782289570863e-42,0.125,5,"(1021, 1020)",2.1432210565709804e-54,1.185313721600949e-42
glioma_mibitof:CHOP_907_R3C11_whole_cell.tiff,glioma_mibitof,657,0.0006308693898715216,4.840182648401827,1.1492173909000262e-74,3.3242790273108784e-53,0.125,5,"(1021, 1020)",1.3396811914075332e-74,4.093739511944745e-53
glioma_mibitof:CHOP_907_R3C12_whole_cell.tiff,glioma_mibitof,350,0.0003360795836454072,5.828571428571429,9.125839893658993e-45,4.7857315475265387e-35,0.125,5,"(1020, 1021)",9.573395360395377e-45,5.249680232850502e-35
glioma_mibitof:CHOP_907_R3C13_whole_cell.tiff,glioma_mibitof,225,0.00021605157583218265,7.111111111111111,4.431487067562804e-44,1.9880644590376047e-19,0.125,5,"(1022, 1019)",4.636359836515457e-44,2.0263463791039293e-19
glioma_mibitof:CHOP_907_R3C14_whole_cell.tiff,glioma_mibitof,261,0.0002506193466612894,5.363984674329502,4.123114792572078e-31,2.460871699222452e-22,0.125,5,"(1021, 1020)",4.1874756088463745e-31,2.535566584187304e-22
glioma_mibitof:CHOP_907_R3C1_whole_cell.tiff,glioma_mibitof,1124,0.0010835405942121194,4.0035587188612105,1.053541000863404e-99,7.614033342080555e-76,0.125,5,"(1020, 1017)",1.3590287260208223e-99,1.05635833528732e-75
glioma_mibitof:CHOP_907_R3C2_whole_cell.tiff,glioma_mibitof,595,0.0005713352921971923,5.411764705882352,4.2831713157128355e-76,3.4105183029682215e-46,0.125,5,"(1021, 1020)",5.015502069355525e-76,4.023818912039953e-46
glioma_mibitof:CHOP_907_R3C3_whole_cell.tiff,glioma_mibitof,350,0.0003566915331621214,6.057142857142858,1.0698077643588705e-42,2.626912298743356e-21,0.125,5,"(1020, 962)",1.112927930743755e-42,2.6950877493349215e-21
glioma_mibitof:CHOP_907_R3C4_whole_cell.tiff,glioma_mibitof,81,7.793107429429082e-05,6.419753086419753,2.5462314776893115e-13,1.1906206667942877e-11,0.125,5,"(1019, 1020)",2.547047054716118e-13,1.194829158868432e-11
glioma_mibitof:CHOP_907_R3C5_whole_cell.tiff,glioma_mibitof,660,0.0006337500720170537,4.909090909090909,8.473866837941082e-82,1.2757243487756262e-49,0.125,5,"(1021, 1020)",1.0154983167647736e-81,1.5370706563372996e-49
glioma_mibitof:CHOP_907_R3C6_whole_cell.tiff,glioma_mibitof,161,0.00015474817377931566,7.329192546583851,1.7862817628772352e-22,1.4738522745662688e-07,0.125,5,"(1020, 1020)",1.7931719528979768e-22,1.4747967489492014e-07
glioma_mibitof:CHOP_907_R3C7_whole_cell.tiff,glioma_mibitof,613,0.0005886193850703846,5.35073409461664,3.2182076080842123e-69,3.3506558250198715e-48,0.125,5,"(1021, 1020)",3.668051956221531e-69,4.0046299814531414e-48
glioma_mibitof:CHOP_907_R3C9_whole_cell.tiff,glioma_mibitof,499,0.0004796236828370654,5.490981963927856,2.009060821851113e-70,2.211622250384681e-31,0.125,5,"(1021, 1019)",2.3016496502718363e-70,2.3866262225125634e-31
glioma_mibitof:CHOP_907_R4C10_whole_cell.tiff,glioma_mibitof,484,0.00046520569011918495,5.619834710743802,3.1048106924192483e-70,1.2770616538987863e-44,0.125,5,"(1020, 1020)",3.555674291318413e-70,1.4898257546230518e-44
glioma_mibitof:CHOP_907_R4C11_whole_cell.tiff,glioma_mibitof,716,0.0006888722122803979,5.111731843575419,3.572881444026145e-82,2.0403577517168072e-41,0.125,5,"(1020, 1019)",4.289930315145579e-82,2.328110068911797e-41
glioma_mibitof:CHOP_907_R4C12_whole_cell.tiff,glioma_mibitof,296,0.0002839491961168029,7.364864864864865,6.113319495161474e-47,6.562702515248357e-23,0.125,5,"(1022, 1020)",6.458693093162816e-47,6.777552895211845e-23
glioma_mibitof:CHOP_907_R4C13_whole_cell.tiff,glioma_mibitof,213,0.0002043283066651318,9.483568075117372,1.5634728757294764e-33,3.4096623681969737e-25,0.125,5,"(1022, 1020)",1.5930589856127747e-33,3.561329624039849e-25
glioma_mibitof:CHOP_907_R4C14_whole_cell.tiff,glioma_mibitof,190,0.00018370391569730622,6.631578947368421,9.934932798769937e-35,9.805739053059827e-17,0.125,5,"(1021, 1013)",1.0142790170172774e-34,9.910460538092505e-17
glioma_mibitof:CHOP_907_R4C1_whole_cell.tiff,glioma_mibitof,434,0.00041796679379020764,4.423963133640553,1.0573834779431866e-45,8.715927359603912e-28,0.125,5,"(1020, 1018)",1.1133542149752434e-45,9.214570461761346e-28
glioma_mibitof:CHOP_907_R4C2_whole_cell.tiff,glioma_mibitof,572,0.0005503280802016587,4.440559440559441,3.635896271834893e-52,3.1201444694123225e-22,0.125,5,"(1020, 1019)",3.914134456029083e-52,3.212730358712391e-22
glioma_mibitof:CHOP_907_R4C4_whole_cell.tiff,glioma_mibitof,334,0.00035639059555642817,4.131736526946108,4.996818727429784e-27,3.2110837244606753e-21,0.125,5,"(1022, 917)",5.042024195723171e-27,3.292256884928e-21
glioma_mibitof:CHOP_907_R4C5_whole_cell.tiff,glioma_mibitof,766,0.0007348144737346993,4.464751958224543,6.02990544396953e-85,1.8152171953051096e-47,0.125,5,"(1022, 1020)",7.32169311878571e-85,2.16041284334522e-47
glioma_mibitof:CHOP_907_R4C6_whole_cell.tiff,glioma_mibitof,224,0.00021593649924518625,8.75,2.832199482254205e-44,4.447705589184144e-27,0.125,5,"(1019, 1018)",2.967111366346824e-44,4.687878688836342e-27
glioma_mibitof:CHOP_907_R4C7_whole_cell.tiff,glioma_mibitof,527,0.0005080291745634516,5.388994307400379,1.046337055093666e-65,1.5497708814950118e-40,0.125,5,"(1019, 1018)",1.1758584465842097e-65,1.7625398626762279e-40
glioma_mibitof:CHOP_907_R4C8_whole_cell.tiff,glioma_mibitof,444,0.0004259233855920863,4.684684684684685,1.9156214379722172e-48,1.9939432345581734e-29,0.125,5,"(1021, 1021)",2.03832563910979e-48,2.1260104887419512e-29
glioma_mibitof:CHOP_907_R4C9_whole_cell.tiff,glioma_mibitof,451,0.00043348753699301904,6.651884700665188,1.6320208021243796e-68,1.1078733881072918e-41,0.125,5,"(1021, 1019)",1.854731064423012e-68,1.2664306702266004e-41
glioma_mibitof:CHOP_907_R5C10_whole_cell.tiff,glioma_mibitof,201,0.00019300570375064814,9.35323383084577,6.137563099315721e-40,3.9549540108289803e-20,0.125,5,"(1021, 1020)",6.334305868857567e-40,4.0443095533133285e-20
glioma_mibitof:CHOP_907_R5C11_whole_cell.tiff,glioma_mibitof,402,0.00038752964312568683,5.074626865671641,1.5581382275345578e-50,4.340016243611739e-31,0.125,5,"(1020, 1017)",1.6710390400379203e-50,4.668918611367365e-31
glioma_mibitof:CHOP_907_R5C12_whole_cell.tiff,glioma_mibitof,246,0.00023737841593330245,6.666666666666667,5.669550311896184e-36,6.150357275422337e-16,0.125,5,"(1020, 1016)",5.810963447342233e-36,6.208004450919184e-16
glioma_mibitof:CHOP_907_R5C13_whole_cell.tiff,glioma_mibitof,504,0.0004834805998612871,5.873015873015873,3.777732414426467e-64,4.023998594239176e-34,0.125,5,"(1021, 1021)",4.218040160977424e-64,4.3894333251166425e-34
glioma_mibitof:CHOP_907_R5C14_whole_cell.tiff,glioma_mibitof,126,0.00012122634883555358,9.682539682539684,2.3063406318200078e-26,0.0001060591683213274,0.125,5,"(1021, 1018)",2.3242019339057385e-26,0.0001060591683213274
glioma_mibitof:CHOP_907_R5C1_whole_cell.tiff,glioma_mibitof,1265,0.0012170717158305913,3.6205533596837944,6.1552447872871124e-120,3.855266336005736e-80,0.125,5,"(1019, 1020)",8.483155106221382e-120,5.443036513266688e-80
glioma_mibitof:CHOP_907_R5C2_whole_cell.tiff,glioma_mibitof,562,0.0005391192403215145,4.94661921708185,4.528884569258157e-51,1.0927466853538757e-38,0.125,5,"(1021, 1021)",4.867070375014874e-51,1.228897334663361e-38
glioma_mibitof:CHOP_907_R5C3_whole_cell.tiff,glioma_mibitof,150,0.00014445898664910045,6.266666666666667,1.05217606246545e-23,1.053240348424358e-12,0.125,5,"(1021, 1017)",1.0575944136078535e-23,1.0573029920055513e-12
glioma_mibitof:CHOP_907_R5C4_whole_cell.tiff,glioma_mibitof,437,0.00041920877940217183,5.354691075514874,2.8285495575474146e-53,3.6908707816408695e-29,0.125,5,"(1022, 1020)",3.054481420546534e-53,3.933989573742128e-29
glioma_mibitof:CHOP_907_R5C5_whole_cell.tiff,glioma_mibitof,293,0.0002818988242991014,7.645051194539248,1.0697857311397289e-53,3.566425714590252e-30,0.125,5,"(1020, 1019)",1.1580384188386042e-53,3.819597910379066e-30
glioma_mibitof:CHOP_907_R5C6_whole_cell.tiff,glioma_mibitof,198,0.00019012538673232073,6.666666666666667,1.9302392774298903e-26,2.9451723528625877e-15,0.125,5,"(1022, 1019)",1.9464440630976905e-26,2.9698977261833584e-15
glioma_mibitof:CHOP_907_R5C7_whole_cell.tiff,glioma_mibitof,561,0.0005397448478900883,5.383244206773618,7.7078772588156e-59,2.89469361458868e-36,0.125,5,"(1020, 1019)",8.475950943408844e-59,3.2045828282029236e-36
glioma_mibitof:CHOP_907_R5C8_whole_cell.tiff,glioma_mibitof,334,0.0003207159455359029,5.568862275449102,2.4357414172269996e-35,1.2882217193367845e-35,0.125,5,"(1021, 1020)",2.4907729030779046e-35,1.4190886876503626e-35
glioma_mibitof:CHOP_907_R5C9_whole_cell.tiff,glioma_mibitof,647,0.0006218767991895417,4.265842349304482,1.550851077275784e-60,1.8741727595734214e-52,0.125,5,"(1021, 1019)",1.7114162241456796e-60,2.301628599350293e-52
glioma_mibitof:CHOP_907_R6C10_whole_cell.tiff,glioma_mibitof,219,0.00021029020047665778,5.662100456621005,5.424649789579e-26,2.129051698922457e-14,0.125,5,"(1022, 1019)",5.4613737243247e-26,2.1427742364598235e-14
glioma_mibitof:CHOP_907_R6C11_whole_cell.tiff,glioma_mibitof,293,0.0002821765539212429,8.122866894197953,1.7375733873348255e-48,9.849973241541437e-20,0.125,5,"(1021, 1017)",1.8507645595657094e-48,1.0056053100141847e-19
glioma_mibitof:CHOP_907_R6C12_whole_cell.tiff,glioma_mibitof,190,0.00018226468669659644,9.789473684210526,1.0437379171195191e-28,1.4573348680923163e-15,0.125,5,"(1022, 1020)",1.0565943323060805e-28,1.4705191576905667e-15
glioma_mibitof:CHOP_907_R6C13_whole_cell.tiff,glioma_mibitof,333,0.00031975571815405886,5.165165165165165,3.7214822984834548e-37,6.9934296758497e-25,0.125,5,"(1021, 1020)",3.824346567345781e-37,7.280160292559538e-25
glioma_mibitof:CHOP_907_R6C14_whole_cell.tiff,glioma_mibitof,779,0.0007465533004555987,3.3376123234916557,1.1149283567161849e-64,3.6340389911451616e-30,0.125,5,"(1021, 1022)",1.2484479232788259e-64,3.890676643588049e-30
glioma_mibitof:CHOP_907_R6C1_whole_cell.tiff,glioma_mibitof,1343,0.0012921164540399084,3.3209233060312733,4.0843333845211425e-121,1.5553562415340078e-84,0.125,5,"(1020, 1019)",5.653977464476741e-121,2.2332770309474514e-84
glioma_mibitof:CHOP_907_R6C2_whole_cell.tiff,glioma_mibitof,648,0.0006252894858730894,4.938271604938271,2.7826095381996235e-71,2.1415880046891085e-42,0.125,5,"(1020, 1016)",3.197236787269104e-71,2.4561804401924664e-42
glioma_mibitof:CHOP_907_R6C3_whole_cell.tiff,glioma_mibitof,95,9.122160127518196e-05,9.894736842105264,9.441922217178122e-21,2.4985641508077653e-14,0.125,5,"(1021, 1020)",9.472252837856498e-21,2.5138581968339724e-14
glioma_mibitof:CHOP_907_R6C4_whole_cell.tiff,glioma_mibitof,472,0.00045322732423037774,4.61864406779661,1.0768433305250046e-41,5.3285877061381244e-33,0.125,5,"(1020, 1021)",1.114677401799665e-41,5.7882363152241264e-33
glioma_mibitof:CHOP_907_R6C5_whole_cell.tiff,glioma_mibitof,636,0.0006125043337570784,3.4276729559748427,8.489746408433443e-51,1.9916261725426707e-46,0.125,5,"(1020, 1018)",9.108030928731584e-51,2.353328996159955e-46
glioma_mibitof:CHOP_907_R6C6_whole_cell.tiff,glioma_mibitof,248,0.00023837008686090625,7.096774193548387,8.223392761924448e-42,1.3181804813467472e-19,0.125,5,"(1021, 1019)",8.523616194985082e-42,1.3453194912568274e-19
glioma_mibitof:CHOP_907_R6C7_whole_cell.tiff,glioma_mibitof,420,0.00040329550037448866,5.3809523809523805,3.5614389409039756e-54,1.215230157133253e-29,0.125,5,"(1021, 1020)",3.8632767670868757e-54,1.2979356295236487e-29
glioma_mibitof:CHOP_907_R6C8_whole_cell.tiff,glioma_mibitof,303,0.0002920932384753311,6.534653465346535,3.837438332223803e-48,1.0755088315266716e-22,0.125,5,"(1020, 1017)",4.0762992896377333e-48,1.1103517622670397e-22
glioma_mibitof:CHOP_907_R6C9_whole_cell.tiff,glioma_mibitof,460,0.00044257238463773525,4.608695652173913,2.5114281436088065e-52,9.830216584929334e-29,0.125,5,"(1021, 1018)",2.705481232318145e-52,1.0442097413174936e-28
glioma_mibitof:CHOP_907_R7C10_whole_cell.tiff,glioma_mibitof,350,0.00033575073865162506,3.5428571428571427,4.027115216126819e-26,3.145434100102824e-22,0.125,5,"(1020, 1022)",4.055685527237683e-26,3.2377029316483588e-22
glioma_mibitof:CHOP_907_R7C11_whole_cell.tiff,glioma_mibitof,299,0.00028710798717136217,6.688963210702341,9.375885914787261e-49,3.669344846035484e-19,0.125,5,"(1020, 1021)",9.996890307914174e-49,3.7326918417488e-19
glioma_mibitof:CHOP_907_R7C12_whole_cell.tiff,glioma_mibitof,415,0.00039849436346526857,7.27710843373494,4.198833842286309e-46,4.978512191920688e-33,0.125,5,"(1021, 1020)",4.4255680355923524e-46,5.40984466783866e-33
glioma_mibitof:CHOP_907_R7C13_whole_cell.tiff,glioma_mibitof,288,0.0002765460170651938,4.861111111111112,5.421601224639108e-38,8.309666505537337e-19,0.125,5,"(1022, 1019)",5.580639625757394e-38,8.442123779047854e-19
glioma_mibitof:CHOP_907_R7C14_whole_cell.tiff,glioma_mibitof,891,0.0008555625972230224,5.072951739618406,1.1441767022917698e-98,3.1675727574964435e-65,0.125,5,"(1021, 1020)",1.4680623834253068e-98,4.161686883324103e-65
glioma_mibitof:CHOP_907_R7C1_whole_cell.tiff,glioma_mibitof,262,0.00025182622068435216,5.572519083969466,7.847427953955354e-31,7.79883829712551e-15,0.125,5,"(1020, 1020)",7.96733338758211e-31,7.856700645781603e-15
