,best_fit_type,entropy_AIC_weights,observed_half_life,observed_effect_strength,included samples,affected samples,scaled_relative_likelihood_over_baseline,piecewise_linear_b,piecewise_linear_m,piecewise_linear_c,constant_c,exponential_saturation_a,exponential_saturation_b,exponential_saturation_c,dataset,num_edges,num_nodes,michaelis_menten_a,michaelis_menten_b,michaelis_menten_c
betweenness,Piecewise Linear Fit,0.9999993008466492,0.017176074786276377,-0.8099969511865811,1.0,0.20195439739413681,1.0021723381245733,0.03435214990874841,0.010217903948670858,4.1168249469932006e-05,,,,,glioma_mibitof:CHOP_907_R1C2_whole_cell.tiff,1021,921,,,
closeness,Piecewise Linear Fit,0.9999999648554445,0.17254901597280786,-0.14603991490664836,0.8968512486427795,0.9225181598062954,1.0040871206799704,0.3450980320660357,0.28657882114280986,0.28914958906689886,,,,,glioma_mibitof:CHOP_907_R1C2_whole_cell.tiff,1021,921,,,
clustering,Exponential Saturation Fit,0.9999999075564159,0.03537830866324791,0.40681153381779656,1.0,0.5635179153094463,1.0246811845528239,,,,,-0.23702120662676934,19.590542825617074,0.40979892159281317,glioma_mibitof:CHOP_907_R1C2_whole_cell.tiff,1021,921,,,
degree,Michaelis-Menten Fit,0.9999999579800103,0.24437825350304068,-0.13318933772527275,1.0,1.0,1.0113610959338035,,,,,,,,glioma_mibitof:CHOP_907_R12C3_whole_cell.tiff,2871,1504,78176.54181296381,35988.23086956276,3.4548591807366584
pagerank,Exponential Saturation Fit,0.9999961861903194,0.0016109023756086564,-0.1447023373603404,1.0,0.06382978723404255,1.0060107749408045,,,,,0.00016931428963290276,430.28466556265994,0.0005003861870719602,glioma_mibitof:CHOP_907_R12C3_whole_cell.tiff,2871,1504,,,
betweenness,Piecewise Linear Fit,0.9999945973907615,0.15780580471639472,-1.0136933449871752,1.0,0.8583776595744681,1.1294552028772489,0.3156116097488306,0.09986407483235701,-0.00021288022183451775,,,,,glioma_mibitof:CHOP_907_R12C3_whole_cell.tiff,2871,1504,,,
closeness,Exponential Saturation Fit,0.9999997798457881,0.02385366650143737,0.4518590407987527,0.9780585106382979,0.3698164513936098,1.01344017397154,,,,,-0.08756896629316113,29.05827926182127,0.14068293156072315,glioma_mibitof:CHOP_907_R12C3_whole_cell.tiff,2871,1504,,,
clustering,Michaelis-Menten Fit,0.999999989434044,0.0007733531150340414,0.18879164999469164,1.0,0.10372340425531915,1.0013237259168513,,,,,,,,glioma_mibitof:CHOP_907_R12C3_whole_cell.tiff,2871,1504,-0.15884435801866723,0.0007758081999979377,0.4993165407199416
degree,Piecewise Linear Fit,0.9999995950678273,0.007116404049927064,-0.180424628852775,1.0,0.10434782608695652,1.0110254011233655,0.01423280809986797,102.81710680341972,3.3236788660608476,,,,,glioma_mibitof:CHOP_907_R12C6_whole_cell.tiff,4037,1725,,,
pagerank,Piecewise Linear Fit,0.9999919273998533,0.006869470470864744,-0.08035642525358985,1.0,0.10260869565217391,1.0079555582121251,0.013738941158280213,0.006344444848635213,0.0004987877550844596,,,,,glioma_mibitof:CHOP_907_R12C6_whole_cell.tiff,4037,1725,,,
betweenness,Piecewise Linear Fit,0.9999994095287725,0.11661999919771616,-0.9215414940828609,1.0,0.7408695652173913,1.0787172331100376,0.23323999861064867,0.10837463650138383,0.0010760335359052808,,,,,glioma_mibitof:CHOP_907_R12C6_whole_cell.tiff,4037,1725,,,
closeness,Piecewise Linear Fit,0.9999998690249096,0.1854759565879399,-0.5437243307273031,0.9872463768115942,0.9524368761009983,1.012455815385172,0.3709519134004265,0.16520034040022324,0.02571266551670281,,,,,glioma_mibitof:CHOP_907_R12C6_whole_cell.tiff,4037,1725,,,
clustering,Exponential Saturation Fit,0.9999999118074444,0.0031454880874121475,0.18523345575125405,1.0,0.10202898550724637,1.0092575068632776,,,,,-0.1768276363387692,220.36236090015942,0.5657240200524175,glioma_mibitof:CHOP_907_R12C6_whole_cell.tiff,4037,1725,,,
degree,Michaelis-Menten Fit,0.999999932730924,0.011611860424080541,-0.31249662217120666,1.0,0.6802721088435374,1.0121376363434933,,,,,,,,glioma_mibitof:CHOP_1101_R8C2_whole_cell.tiff,6619,1911,3.602948297222025,0.012181135908458623,3.868478684248569
pagerank,Piecewise Linear Fit,0.9999997279793036,0.008295579738449178,-0.08098694695690757,1.0,0.08529565672422815,1.0068682477649427,0.016591159824839125,0.0047683858595970055,0.0004488743062816944,,,,,glioma_mibitof:CHOP_1101_R8C2_whole_cell.tiff,6619,1911,,,
betweenness,Piecewise Linear Fit,0.9999995919645805,0.1420176262795223,-0.894107100916051,1.0,0.7739403453689168,1.0447275742078732,0.28403525301379423,0.06245969548098199,0.0010505564327103363,,,,,glioma_mibitof:CHOP_1101_R8C2_whole_cell.tiff,6619,1911,,,
closeness,Piecewise Linear Fit,0.9999999788990463,0.0702742406240517,0.4577508802659161,0.9905808477237049,0.4426835710512414,1.0255215233004835,0.14054848122611627,-0.6392299246525504,0.1430564300264499,,,,,glioma_mibitof:CHOP_1101_R8C2_whole_cell.tiff,6619,1911,,,
clustering,Piecewise Linear Fit,0.9999998140450446,0.0044074436760193165,0.1819267355843973,1.0,0.06541077969649398,1.0165410001475284,0.008814887352006452,-27.392657908988216,0.7843591636097172,,,,,glioma_mibitof:CHOP_1101_R8C2_whole_cell.tiff,6619,1911,,,
degree,Exponential Saturation Fit,0.9999901847627883,0.0032960716837591836,-0.2174291013338572,1.0,0.10007047216349542,1.0111894314473049,,,,,1.2870017962274856,210.29493499719888,2.316088660759479,glioma_mibitof:CHOP_907_R12C9_whole_cell.tiff,2510,1419,,,
pagerank,Exponential Saturation Fit,0.9999933892020222,0.0032812926189942724,-0.11280960122232647,1.0,0.09936575052854123,1.0080174976094112,,,,,0.000144364197077468,211.24190017548415,0.0005676756096362698,glioma_mibitof:CHOP_907_R12C9_whole_cell.tiff,2510,1419,,,
betweenness,Piecewise Linear Fit,0.999999999999932,0.24608873911820844,-0.8784336517017677,1.0,0.9992952783650458,1.0692363646093723,0.49217747886814317,0.07790992739853204,0.0026533157783370357,,,,,glioma_mibitof:CHOP_907_R12C9_whole_cell.tiff,2510,1419,,,
closeness,Piecewise Linear Fit,0.9999995695217002,0.033489674547116294,0.31115549203227827,0.9837914023960536,0.2843839541547278,1.0059964481317158,0.06697934908548384,-0.7655879013554999,0.10803953740818129,,,,,glioma_mibitof:CHOP_907_R12C9_whole_cell.tiff,2510,1419,,,
clustering,Exponential Saturation Fit,0.9999983951782755,0.0013301188857884217,0.25583327799043043,1.0,0.06060606060606061,1.0071332087505191,,,,,-0.2279726433900223,521.1167125017813,0.559535558203966,glioma_mibitof:CHOP_907_R12C9_whole_cell.tiff,2510,1419,,,
degree,Piecewise Linear Fit,0.9999996973184532,0.03312086600940366,0.08316169033952604,1.0,0.3154296875,1.0040171685202235,0.06624173201779734,-6.558822512701384,2.829420824047594,,,,,glioma_mibitof:CHOP_907_R2C12_whole_cell.tiff,1272,1024,,,
pagerank,Constant Fit,,0,0,1.0,0.0,,,,,0.0009765625,,,,glioma_mibitof:CHOP_907_R2C12_whole_cell.tiff,1272,1024,,,
betweenness,Piecewise Linear Fit,0.9999994693393746,0.1271829342701531,-0.3113245063272812,1.0,0.7763671875,1.0021413960210577,0.25436591508392026,0.0005465107804956663,0.00015375485318053027,,,,,glioma_mibitof:CHOP_907_R2C12_whole_cell.tiff,1272,1024,,,
closeness,Michaelis-Menten Fit,0.9999999870141997,0.010097893888367515,-0.11598471579791907,0.9228515625,0.671957671957672,1.0003011516458011,,,,,,,,glioma_mibitof:CHOP_907_R2C12_whole_cell.tiff,1272,1024,0.07950943662446568,0.01052640209766611,0.2967080694314892
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.36238839285714286,,,,glioma_mibitof:CHOP_907_R2C12_whole_cell.tiff,1272,1024,,,
degree,Michaelis-Menten Fit,0.9999912277742196,0.003024911090110691,-0.34743623108087407,1.0,0.22901756668835394,1.0151276971814704,,,,,,,,glioma_mibitof:CHOP_1101_R4C1_whole_cell.tiff,18511,3074,6.439773111793642,0.003066652282476543,6.006234251082442
pagerank,Piecewise Linear Fit,0.9999962970478546,0.00820849672643287,-0.14854580805889042,1.0,0.07286922576447626,1.0294035154231316,0.016416993769570086,0.005183696831545277,0.00024389563620213605,,,,,glioma_mibitof:CHOP_1101_R4C1_whole_cell.tiff,18511,3074,,,
betweenness,Exponential Saturation Fit,0.9999999956418191,0.18066361353949262,-0.9748227885751864,1.0,1.0,1.1015728160791627,,,,,0.026176494217023283,1.7240457566506808,0.0001809387422549739,glioma_mibitof:CHOP_1101_R4C1_whole_cell.tiff,18511,3074,,,
closeness,Piecewise Linear Fit,0.9999999997098243,0.19239049800220318,-0.2308910016676913,0.9993493819128172,0.9677734375,1.0399915393453867,0.384780996611869,0.06334231716576016,0.040593682457975504,,,,,glioma_mibitof:CHOP_1101_R4C1_whole_cell.tiff,18511,3074,,,
clustering,Piecewise Linear Fit,0.9999991662857834,0.01215774108908221,0.11767870476836755,1.0,0.1044242029928432,1.0297946984602857,0.024315482177777764,-6.288649196090093,0.7261550398846356,,,,,glioma_mibitof:CHOP_1101_R4C1_whole_cell.tiff,18511,3074,,,
degree,Exponential Saturation Fit,0.9999998806131087,0.0016332939685906995,-0.4389088320579338,1.0,0.06563706563706563,1.0232720999736074,,,,,1.9545417675676868,424.3860528713457,1.249321092458054,glioma_mibitof:CHOP_907_R13C9_whole_cell.tiff,2031,1295,,,
pagerank,Exponential Saturation Fit,0.9999998358883749,0.0021620509444021576,-0.23822322242155805,1.0,0.07181467181467181,1.0221670484959513,,,,,0.00030164606157632773,320.5969086160547,0.00048229332681910353,glioma_mibitof:CHOP_907_R13C9_whole_cell.tiff,2031,1295,,,
betweenness,Piecewise Linear Fit,0.999999999935185,0.2384467063757012,-0.9495407094861607,1.0,0.9984555984555985,1.067542485000998,0.4768934131761546,0.11227568111373372,0.0014226712735375805,,,,,glioma_mibitof:CHOP_907_R13C9_whole_cell.tiff,2031,1295,,,
closeness,Piecewise Linear Fit,0.9999998347634933,0.05844792086407842,0.659965667722158,0.976061776061776,0.41060126582278483,1.0492902394858201,0.11689584171936973,-1.330309980635085,0.19556884836274036,,,,,glioma_mibitof:CHOP_907_R13C9_whole_cell.tiff,2031,1295,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.30778451921309063,,,,glioma_mibitof:CHOP_907_R13C9_whole_cell.tiff,2031,1295,,,
degree,Piecewise Linear Fit,0.9999966365115848,0.008808286687362318,-0.1981254075672673,1.0,0.11137328928739972,1.0212320876622678,0.017616573374740516,110.97514295227008,3.9562473323988248,,,,,glioma_mibitof:CHOP_907_R1C5_whole_cell.tiff,6115,2119,,,
pagerank,Piecewise Linear Fit,0.9999943601293245,0.007026889074494879,-0.11326803870943392,1.0,0.09910335063709297,1.0207138305589243,0.014053778352043392,0.00692121475824568,0.0003807416206274118,,,,,glioma_mibitof:CHOP_907_R1C5_whole_cell.tiff,6115,2119,,,
betweenness,Exponential Saturation Fit,0.9999999987910138,0.19007105278470787,-0.9379314913541424,1.0,1.0,1.1177377473524261,,,,,0.04391775224635646,1.910190683025636,0.0008848622615141936,glioma_mibitof:CHOP_907_R1C5_whole_cell.tiff,6115,2119,,,
closeness,Piecewise Linear Fit,0.9999999893178587,0.16743021511749148,-0.2027543598355648,0.9933931099575272,0.9111638954869359,1.003639832817922,0.3348604308479474,0.05462968077608892,0.03596536312065221,,,,,glioma_mibitof:CHOP_907_R1C5_whole_cell.tiff,6115,2119,,,
clustering,Exponential Saturation Fit,0.9999996355019468,0.007695640941430747,0.1993694192456018,1.0,0.171307220386975,1.0335347606489398,,,,,-0.20801773130777496,90.07010414285335,0.6256980296063149,glioma_mibitof:CHOP_907_R1C5_whole_cell.tiff,6115,2119,,,
degree,Piecewise Linear Fit,0.9999995366249026,0.17515248083283663,-0.2085830250156958,1.0,0.8987783595113438,1.0152774347296296,0.35030496166992425,8.240827132401218,5.476631204266083,,,,,glioma_mibitof:CHOP_1101_R6C3_whole_cell.tiff,5855,1719,,,
pagerank,Piecewise Linear Fit,0.999999618618861,0.005530551995148931,-0.09390337563620686,1.0,0.08784176847004072,1.0074569194549023,0.011061104111513688,0.009125131339065727,0.0004869685026670744,,,,,glioma_mibitof:CHOP_1101_R6C3_whole_cell.tiff,5855,1719,,,
betweenness,Piecewise Linear Fit,0.9999999805780863,0.2149853069522343,-1.0951560880880737,1.0,0.9895287958115183,1.043463150041048,0.4299706160792071,0.01977114147315493,-0.00036931856713129,,,,,glioma_mibitof:CHOP_1101_R6C3_whole_cell.tiff,5855,1719,,,
closeness,Piecewise Linear Fit,0.9999998317948845,0.18571704517348817,0.393509510863854,0.9790575916230366,0.9352346999405823,1.0163827319253804,0.3714340902357109,-0.3338273110717674,0.21954741756228766,,,,,glioma_mibitof:CHOP_1101_R6C3_whole_cell.tiff,5855,1719,,,
clustering,Piecewise Linear Fit,0.9999999997571857,0.19931440343014672,-0.05615042771901654,1.0,0.9749854566608493,1.0008850484261025,0.3986288071239471,0.1511944742635524,0.5065523308674553,,,,,glioma_mibitof:CHOP_1101_R6C3_whole_cell.tiff,5855,1719,,,
degree,Michaelis-Menten Fit,0.9999999684981103,0.0022919628349669964,-0.3605372855241513,1.0,0.1992373689227836,1.0103612414186083,,,,,,,,glioma_mibitof:CHOP_907_R1C9_whole_cell.tiff,1529,1049,1.610992982948833,0.002313798958098168,1.4218860367249604
pagerank,Exponential Saturation Fit,0.999999989022844,0.0007285675761585064,-0.18697509184663197,1.0,0.052430886558627265,1.0072549579389103,,,,,0.0003031592215207256,951.3830609305628,0.0006591144764282278,glioma_mibitof:CHOP_907_R1C9_whole_cell.tiff,1529,1049,,,
betweenness,Piecewise Linear Fit,0.9999999331418317,0.06365914097157586,-0.7235145334507284,1.0,0.46234509056244044,1.0049632830701838,0.12731828308633714,0.011137150729947032,0.0002709317132419415,,,,,glioma_mibitof:CHOP_907_R1C9_whole_cell.tiff,1529,1049,,,
closeness,Piecewise Linear Fit,0.9999999530742716,0.026909517788291547,0.21543094235417862,0.9313632030505243,0.2262026612077789,1.0087500711980173,0.05381903557417637,-2.2362042863649254,0.33949985889671735,,,,,glioma_mibitof:CHOP_907_R1C9_whole_cell.tiff,1529,1049,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.30719925662728326,,,,glioma_mibitof:CHOP_907_R1C9_whole_cell.tiff,1529,1049,,,
degree,Michaelis-Menten Fit,0.9999766654879774,0.004610843591602577,-0.4797374324314522,1.0,0.21264367816091953,1.0336594653161852,,,,,,,,glioma_mibitof:CHOP_907_R1C11_whole_cell.tiff,3201,1218,3.5705823353094606,0.0047100339654096105,1.9154976036446607
pagerank,Exponential Saturation Fit,0.999999834848537,0.0038431475261807057,-0.29992388528270514,1.0,0.042692939244663386,1.0430492681013963,,,,,0.0003837872265935867,180.3591757217422,0.0004479140436349717,glioma_mibitof:CHOP_907_R1C11_whole_cell.tiff,3201,1218,,,
betweenness,Piecewise Linear Fit,0.9999995930441193,0.1851126300427313,-1.0891660280799365,1.0,0.9334975369458128,1.1139126383069455,0.37022526049995236,0.08932071794614975,-0.0013536101660143612,,,,,glioma_mibitof:CHOP_907_R1C11_whole_cell.tiff,3201,1218,,,
closeness,Piecewise Linear Fit,0.9999997589173867,0.05974534621461091,0.19269938242312756,0.9835796387520526,0.2863105175292154,1.0023420536670136,0.11949069237531412,-0.22165793465753586,0.08196681039391346,,,,,glioma_mibitof:CHOP_907_R1C11_whole_cell.tiff,3201,1218,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.44051214703924063,,,,glioma_mibitof:CHOP_907_R1C11_whole_cell.tiff,3201,1218,,,
degree,Piecewise Linear Fit,0.999999865050074,0.13203499516439515,0.31779460906476054,1.0,0.7992831541218638,1.0185439574210475,0.2640699903168147,-2.2050658869504525,1.207290616912686,,,,,glioma_mibitof:CHOP_907_R3C6_whole_cell.tiff,127,279,,,
pagerank,Piecewise Linear Fit,0.9999998585734636,0.13235294374777884,0.1752811821635623,1.0,0.8028673835125448,1.0097327113986672,0.2647058819368283,-0.004761985464109513,0.0042259868883129485,,,,,glioma_mibitof:CHOP_907_R3C6_whole_cell.tiff,127,279,,,
betweenness,Piecewise Linear Fit,0.9999996803569172,0.08467286396072064,0.5601148083338992,1.0,0.6093189964157706,1.00147704331551,0.16934560482904473,-0.0001375761076183674,3.2446345394828136e-05,,,,,glioma_mibitof:CHOP_907_R3C6_whole_cell.tiff,127,279,,,
closeness,Constant Fit,,0,0,0.6093189964157706,0.0,,,,,0.7739693481679547,,,,glioma_mibitof:CHOP_907_R3C6_whole_cell.tiff,127,279,,,
clustering,Piecewise Linear Fit,0.9999999789936223,0.11926914720976348,0.5580862306872485,1.0,0.7526881720430108,1.0037969594181044,0.23853829436795213,-0.4625089552779493,0.15400628398879546,,,,,glioma_mibitof:CHOP_907_R3C6_whole_cell.tiff,127,279,,,
degree,Piecewise Linear Fit,0.9999996503832573,0.047722196832272884,0.2942951487113698,1.0,0.4452054794520548,1.020264815750146,0.09544439366277638,-5.394169111749355,1.132127150643409,,,,,glioma_mibitof:CHOP_907_R3C4_whole_cell.tiff,58,146,,,
pagerank,Piecewise Linear Fit,0.999997135211347,0.044685210331998744,0.19561346129242005,1.0,0.4383561643835616,1.0194021693896493,0.08937042038486552,-0.03201726544396931,0.008744602999746052,,,,,glioma_mibitof:CHOP_907_R3C4_whole_cell.tiff,58,146,,,
betweenness,Piecewise Linear Fit,0.9999992813374246,0.0351946582186138,0.9415942867610957,1.0,0.4178082191780822,1.01686755411281,0.07038930280181219,-0.0005162242168664194,3.746356767412039e-05,,,,,glioma_mibitof:CHOP_907_R3C4_whole_cell.tiff,58,146,,,
closeness,Piecewise Linear Fit,0.9999998310575651,0.06390605932110181,-0.07290633052181197,0.5684931506849316,0.5421686746987951,1.0347466345753764,0.12781211865438802,1.0489880797333162,0.8524540270415754,,,,,glioma_mibitof:CHOP_907_R3C4_whole_cell.tiff,58,146,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.12557077625570776,,,,glioma_mibitof:CHOP_907_R3C4_whole_cell.tiff,58,146,,,
degree,Exponential Saturation Fit,0.9999999935224099,0.0036598570714305527,-0.26622307840001685,1.0,0.11252653927813164,1.007598228508263,,,,,1.8322547773131292,189.3918715886991,2.525074606862075,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,3001,1413,,,
pagerank,Exponential Saturation Fit,0.9999945032955795,0.0024397550409160627,-0.11471231889000917,1.0,0.0927105449398443,1.0069906463121112,,,,,0.00014716180745010876,284.1049570190639,0.0005678575982721966,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,3001,1413,,,
betweenness,Piecewise Linear Fit,0.9999889617082585,0.09351586907165707,-1.1946831908295026,1.0,0.6142958244869073,1.035308746654376,0.18703173959900116,0.012848348019379268,-0.00019579807723887484,,,,,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,3001,1413,,,
closeness,Piecewise Linear Fit,0.9999994455306794,0.09765051023857367,0.18925966788933873,0.9780608634111819,0.6353111432706223,1.0074363967744868,0.19530102043890207,-0.5106540325916084,0.3133429295987128,,,,,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,3001,1413,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.5081354413594953,,,,glioma_mibitof:Brainiaqc_R5C1_whole_cell.tiff,3001,1413,,,
degree,Michaelis-Menten Fit,0.999996478782993,0.005072429924185467,-0.3412157153801626,1.0,0.3843700159489633,1.014769988885691,,,,,,,,glioma_mibitof:CHOP_907_R3C12_whole_cell.tiff,571,627,0.9973569967502115,0.005182548514334866,0.9524586894747082
pagerank,Exponential Saturation Fit,0.9999999946940739,0.0023520348241215278,-0.19254400984942946,1.0,0.11642743221690591,1.0100845374010292,,,,,0.0005265436280672876,294.700989770039,0.0011040613198941443,glioma_mibitof:CHOP_907_R3C12_whole_cell.tiff,571,627,,,
betweenness,Exponential Saturation Fit,0.9999991001153854,0.00869554754576761,-0.9276366628203448,1.0,0.19138755980861244,1.0037168248578088,,,,,6.611443457458585e-05,79.71271094616075,2.5786865427198413e-06,glioma_mibitof:CHOP_907_R3C12_whole_cell.tiff,571,627,,,
closeness,Piecewise Linear Fit,0.9999999437264322,0.02387250534585077,0.17381197660121606,0.8564593301435407,0.21601489757914338,1.0189837522649035,0.047745010690575115,-4.238509723670957,0.6833292654944512,,,,,glioma_mibitof:CHOP_907_R3C12_whole_cell.tiff,571,627,,,
clustering,Constant Fit,,0,0,1.0,0.0,,,,,0.20483785220627326,,,,glioma_mibitof:CHOP_907_R3C12_whole_cell.tiff,571,627,,,
degree,Exponential Saturation Fit,0.9999992250080334,0.0052009383414739286,-0.14023145746653995,1.0,0.14089775561097256,1.001366520870338,,,,,0.5224264865864261,133.27348544803075,1.601516047305,glioma_mibitof:CHOP_907_R1C4_whole_cell.tiff,836,802,,,
pagerank,Piecewise Linear Fit,0.9999997733278264,0.0076011469874766955,-0.10954669721062742,1.0,0.11596009975062344,1.004103634604796,0.015202294067376311,0.01644861822043098,0.0010162964146201788,,,,,glioma_mibitof:CHOP_907_R1C4_whole_cell.tiff,836,802,,,
betweenness,Piecewise Linear Fit,0.9999998258715898,0.07846835853199763,-0.7361156257938456,1.0,0.5548628428927681,1.0111031952620602,0.1569367469712362,0.0005247448852837373,1.4760770615000549e-05,,,,,glioma_mibitof:CHOP_907_R1C4_whole_cell.tiff,836,802,,,
closeness,Piecewise Linear Fit,0.9999992620530372,0.14642506924578025,0.19350464473581136,0.8902743142144638,0.8333333333333334,1.020216187146377,0.29285013844276125,-0.6001112523085511,0.5419758404694194,,,,,glioma_mibitof:CHOP_907_R1C4_whole_cell.tiff,836,802,,,
